Order ID,Restaurant Name,Location,Order Time,Delivery Time,Delivery Duration (min),Taco Size,Taco Type,Toppings Count,Distance (km),Price ($),Tip ($),Weekend Order,Order Date,Order Hour,Weekday,Weekend,Speed Category,Tip %
185544,Urban Tacos,San Jose,2024-11-25 08:12:00,2024-11-25 09:24:00,72,Large,Fish Taco,2,5.78,7.0,1.54,False,2024-11-25,8,Monday,False,Slow,22.0
461939,Taco Time Express,Los Angeles,2024-08-08 00:05:00,2024-08-08 01:30:00,85,Large,Pork Taco,5,8.06,10.75,0.66,False,2024-08-08,0,Thursday,False,Slow,6.1395348837209305
728437,Taco Fiesta,New York,2024-06-07 18:43:00,2024-06-07 19:31:00,48,Regular,Chicken Taco,2,7.59,5.5,0.36,False,2024-06-07,18,Friday,False,Slow,6.545454545454545
621546,Taco Time Express,Chicago,2024-04-10 08:11:00,2024-04-10 09:09:00,58,Regular,Pork Taco,4,20.92,8.0,2.42,False,2024-04-10,8,Wednesday,False,Slow,30.25
175576,Taco Time Express,New York,2024-12-04 19:43:00,2024-12-04 19:55:00,12,Large,Beef Taco,2,14.61,7.0,1.72,False,2024-12-04,19,Wednesday,False,Fast,24.571428571428573
843963,Taco Time Express,Phoenix,2024-03-30 10:59:00,2024-03-30 12:00:00,61,Regular,Veggie Taco,1,20.13,4.25,3.09,True,2024-03-30,10,Saturday,True,Slow,72.70588235294117
972442,Casa del Taco,Los Angeles,2024-12-05 04:53:00,2024-12-05 05:16:00,23,Regular,Fish Taco,4,10.31,8.0,0.24,False,2024-12-05,4,Thursday,False,Average,3.0
425346,Casa del Taco,Houston,2024-09-15 16:50:00,2024-09-15 17:21:00,31,Regular,Pork Taco,5,3.29,9.25,2.55,True,2024-09-15,16,Sunday,True,Slow,27.567567567567565
913934,Casa del Taco,San Diego,2025-05-16 07:55:00,2025-05-16 08:23:00,28,Regular,Beef Taco,1,6.77,4.25,0.52,False,2025-05-16,7,Friday,False,Average,12.23529411764706
260295,El Taco Loco,Chicago,2025-05-02 17:48:00,2025-05-02 19:01:00,73,Large,Pork Taco,4,11.5,9.5,2.77,False,2025-05-02,17,Friday,False,Slow,29.157894736842106
691912,La Vida Taco,San Diego,2025-05-02 04:10:00,2025-05-02 05:00:00,50,Regular,Fish Taco,0,11.99,3.0,1.89,False,2025-05-02,4,Friday,False,Slow,63.0
935012,Urban Tacos,San Antonio,2024-02-13 15:07:00,2024-02-13 16:02:00,55,Regular,Veggie Taco,3,11.57,6.75,0.17,False,2024-02-13,15,Tuesday,False,Slow,2.5185185185185186
972097,Urban Tacos,Los Angeles,2025-05-15 17:27:00,2025-05-15 17:48:00,21,Large,Fish Taco,4,14.08,9.5,2.38,False,2025-05-15,17,Thursday,False,Average,25.052631578947366
143015,Grande Tacos,San Antonio,2025-05-21 07:07:00,2025-05-21 07:41:00,34,Large,Pork Taco,3,12.78,8.25,2.87,False,2025-05-21,7,Wednesday,False,Slow,34.78787878787879
572407,El Taco Loco,San Diego,2024-03-06 12:00:00,2024-03-06 13:14:00,74,Regular,Beef Taco,1,17.84,4.25,2.97,False,2024-03-06,12,Wednesday,False,Slow,69.88235294117648
649525,The Taco Stand,San Antonio,2024-05-03 07:14:00,2024-05-03 08:10:00,56,Large,Veggie Taco,3,10.51,8.25,1.02,False,2024-05-03,7,Friday,False,Slow,12.363636363636363
726928,Taco Fiesta,San Diego,2024-02-21 04:41:00,2024-02-21 05:33:00,52,Regular,Pork Taco,5,9.97,9.25,0.76,False,2024-02-21,4,Wednesday,False,Slow,8.216216216216218
992931,La Vida Taco,Chicago,2024-09-15 22:19:00,2024-09-15 22:39:00,20,Regular,Veggie Taco,2,24.21,5.5,3.49,True,2024-09-15,22,Sunday,True,Average,63.45454545454546
510997,Spicy Taco House,San Antonio,2024-03-06 19:16:00,2024-03-06 20:05:00,49,Large,Veggie Taco,1,16.92,5.75,2.49,False,2024-03-06,19,Wednesday,False,Slow,43.30434782608696
874661,The Taco Stand,Los Angeles,2025-05-16 18:46:00,2025-05-16 19:50:00,64,Large,Beef Taco,2,8.07,7.0,2.85,False,2025-05-16,18,Friday,False,Slow,40.714285714285715
458332,Grande Tacos,Houston,2024-06-24 23:04:00,2024-06-24 23:31:00,27,Regular,Beef Taco,2,21.19,5.5,0.3,False,2024-06-24,23,Monday,False,Average,5.454545454545454
908320,The Taco Stand,Austin,2024-01-30 07:39:00,2024-01-30 08:32:00,53,Regular,Pork Taco,3,4.28,6.75,0.54,False,2024-01-30,7,Tuesday,False,Slow,8.0
826501,La Vida Taco,Chicago,2024-12-05 22:49:00,2024-12-05 23:04:00,15,Large,Veggie Taco,5,18.13,10.75,2.91,False,2024-12-05,22,Thursday,False,Fast,27.069767441860463
740255,Urban Tacos,San Jose,2024-06-30 18:07:00,2024-06-30 19:25:00,78,Regular,Veggie Taco,3,22.65,6.75,0.97,True,2024-06-30,18,Sunday,True,Slow,14.37037037037037
811256,La Vida Taco,San Jose,2024-12-24 14:20:00,2024-12-24 15:06:00,46,Large,Pork Taco,4,10.76,9.5,0.49,False,2024-12-24,14,Tuesday,False,Slow,5.157894736842105
309398,La Vida Taco,Chicago,2024-07-13 04:23:00,2024-07-13 04:39:00,16,Large,Veggie Taco,4,23.39,9.5,3.56,True,2024-07-13,4,Saturday,True,Average,37.473684210526315
640970,El Taco Loco,Phoenix,2024-03-06 03:32:00,2024-03-06 04:02:00,30,Large,Fish Taco,4,4.11,9.5,1.31,False,2024-03-06,3,Wednesday,False,Average,13.789473684210526
332823,Grande Tacos,San Diego,2024-01-21 17:10:00,2024-01-21 18:13:00,63,Regular,Fish Taco,4,9.66,8.0,1.93,True,2024-01-21,17,Sunday,True,Slow,24.125
185569,Casa del Taco,Houston,2024-01-22 21:27:00,2024-01-22 22:17:00,50,Regular,Veggie Taco,1,3.87,4.25,0.86,False,2024-01-22,21,Monday,False,Slow,20.235294117647058
970068,Grande Tacos,Chicago,2024-12-30 08:50:00,2024-12-30 09:57:00,67,Regular,Beef Taco,0,6.77,3.0,2.5,False,2024-12-30,8,Monday,False,Slow,83.33333333333334
675462,La Vida Taco,Austin,2024-11-24 18:02:00,2024-11-24 18:26:00,24,Large,Chicken Taco,2,3.49,7.0,1.19,True,2024-11-24,18,Sunday,True,Average,17.0
769989,La Vida Taco,San Jose,2024-02-18 18:48:00,2024-02-18 19:12:00,24,Large,Pork Taco,4,0.9,9.5,2.58,True,2024-02-18,18,Sunday,True,Average,27.15789473684211
353690,Spicy Taco House,Phoenix,2024-11-29 09:35:00,2024-11-29 09:45:00,10,Large,Chicken Taco,4,10.71,9.5,1.99,False,2024-11-29,9,Friday,False,Fast,20.94736842105263
189772,The Taco Stand,San Diego,2024-02-22 13:38:00,2024-02-22 14:55:00,77,Regular,Fish Taco,3,1.57,6.75,1.16,False,2024-02-22,13,Thursday,False,Slow,17.185185185185183
491435,Urban Tacos,New York,2024-10-04 08:42:00,2024-10-04 09:00:00,18,Large,Chicken Taco,5,16.6,10.75,0.31,False,2024-10-04,8,Friday,False,Average,2.883720930232558
710169,Casa del Taco,Chicago,2024-02-04 10:28:00,2024-02-04 11:23:00,55,Large,Chicken Taco,5,11.88,10.75,3.48,True,2024-02-04,10,Sunday,True,Slow,32.372093023255815
762423,Spicy Taco House,Chicago,2024-02-19 00:16:00,2024-02-19 01:24:00,68,Regular,Veggie Taco,1,1.57,4.25,0.6,False,2024-02-19,0,Monday,False,Slow,14.117647058823529
143941,Casa del Taco,Phoenix,2025-02-04 07:26:00,2025-02-04 08:26:00,60,Large,Veggie Taco,0,18.96,4.5,0.57,False,2025-02-04,7,Tuesday,False,Slow,12.666666666666664
474314,Taco Fiesta,San Diego,2024-07-31 05:07:00,2024-07-31 05:32:00,25,Large,Fish Taco,3,18.71,8.25,2.68,False,2024-07-31,5,Wednesday,False,Average,32.48484848484849
505426,Casa del Taco,Chicago,2025-01-20 09:53:00,2025-01-20 11:06:00,73,Large,Pork Taco,2,20.13,7.0,2.18,False,2025-01-20,9,Monday,False,Slow,31.142857142857146
182760,Taco Time Express,San Antonio,2024-05-20 03:57:00,2024-05-20 05:16:00,79,Large,Veggie Taco,0,2.46,4.5,1.98,False,2024-05-20,3,Monday,False,Slow,44.0
421384,Grande Tacos,San Antonio,2024-11-26 23:22:00,2024-11-26 23:53:00,31,Large,Veggie Taco,3,1.54,8.25,2.61,False,2024-11-26,23,Tuesday,False,Slow,31.636363636363633
469685,La Vida Taco,Dallas,2024-08-01 06:04:00,2024-08-01 06:21:00,17,Regular,Fish Taco,2,13.07,5.5,2.25,False,2024-08-01,6,Thursday,False,Average,40.909090909090914
267758,Taco Fiesta,Chicago,2025-04-16 21:58:00,2025-04-16 23:04:00,66,Regular,Chicken Taco,0,6.28,3.0,1.94,False,2025-04-16,21,Wednesday,False,Slow,64.66666666666666
479742,Taco Time Express,San Antonio,2024-01-26 03:42:00,2024-01-26 05:09:00,87,Regular,Fish Taco,2,9.61,5.5,2.29,False,2024-01-26,3,Friday,False,Slow,41.63636363636364
701800,Spicy Taco House,Austin,2024-10-12 00:26:00,2024-10-12 01:26:00,60,Large,Veggie Taco,1,24.03,5.75,0.13,True,2024-10-12,0,Saturday,True,Slow,2.2608695652173916
295085,Grande Tacos,Austin,2024-10-27 13:58:00,2024-10-27 15:19:00,81,Regular,Veggie Taco,2,17.75,5.5,1.07,True,2024-10-27,13,Sunday,True,Slow,19.454545454545453
741599,Urban Tacos,San Jose,2024-06-04 11:35:00,2024-06-04 12:00:00,25,Regular,Beef Taco,3,4.73,6.75,2.14,False,2024-06-04,11,Tuesday,False,Average,31.703703703703706
192055,Casa del Taco,San Diego,2024-02-20 10:33:00,2024-02-20 11:53:00,80,Large,Veggie Taco,1,17.94,5.75,2.78,False,2024-02-20,10,Tuesday,False,Slow,48.347826086956516
768676,Spicy Taco House,San Diego,2025-01-30 03:53:00,2025-01-30 04:31:00,38,Regular,Chicken Taco,1,6.3,4.25,1.48,False,2025-01-30,3,Thursday,False,Slow,34.8235294117647
478427,The Taco Stand,San Antonio,2024-10-13 13:00:00,2024-10-13 14:09:00,69,Regular,Pork Taco,0,2.11,3.0,1.99,True,2024-10-13,13,Sunday,True,Slow,66.33333333333333
851759,Grande Tacos,Austin,2024-11-15 01:46:00,2024-11-15 02:48:00,62,Regular,Chicken Taco,2,16.24,5.5,1.35,False,2024-11-15,1,Friday,False,Slow,24.545454545454547
813145,The Taco Stand,San Diego,2024-04-09 16:19:00,2024-04-09 17:39:00,80,Regular,Chicken Taco,3,12.82,6.75,2.6,False,2024-04-09,16,Tuesday,False,Slow,38.51851851851852
971776,El Taco Loco,Austin,2024-04-28 20:24:00,2024-04-28 21:12:00,48,Regular,Chicken Taco,2,23.4,5.5,1.13,True,2024-04-28,20,Sunday,True,Slow,20.545454545454543
644103,Urban Tacos,Los Angeles,2024-07-13 15:37:00,2024-07-13 16:12:00,35,Large,Chicken Taco,5,7.92,10.75,2.67,True,2024-07-13,15,Saturday,True,Slow,24.83720930232558
626986,Spicy Taco House,San Antonio,2025-03-27 00:02:00,2025-03-27 00:31:00,29,Regular,Pork Taco,5,22.6,9.25,1.01,False,2025-03-27,0,Thursday,False,Average,10.91891891891892
690996,Taco Fiesta,New York,2024-03-04 02:06:00,2024-03-04 02:21:00,15,Large,Chicken Taco,4,10.71,9.5,1.92,False,2024-03-04,2,Monday,False,Fast,20.210526315789473
622230,The Taco Stand,Phoenix,2025-05-13 14:01:00,2025-05-13 14:49:00,48,Large,Chicken Taco,5,10.45,10.75,1.36,False,2025-05-13,14,Tuesday,False,Slow,12.651162790697676
822063,Taco Fiesta,Chicago,2024-12-07 10:50:00,2024-12-07 11:53:00,63,Large,Fish Taco,1,8.83,5.75,0.72,True,2024-12-07,10,Saturday,True,Slow,12.521739130434781
853258,Casa del Taco,San Diego,2024-11-05 16:36:00,2024-11-05 17:02:00,26,Large,Pork Taco,4,3.1,9.5,0.73,False,2024-11-05,16,Tuesday,False,Average,7.684210526315789
228473,Urban Tacos,San Jose,2024-07-11 13:32:00,2024-07-11 14:00:00,28,Regular,Beef Taco,2,23.66,5.5,2.59,False,2024-07-11,13,Thursday,False,Average,47.090909090909086
538446,Taco Haven,Chicago,2024-09-11 07:50:00,2024-09-11 09:13:00,83,Large,Chicken Taco,1,12.71,5.75,1.54,False,2024-09-11,7,Wednesday,False,Slow,26.782608695652176
622987,Urban Tacos,San Jose,2024-01-19 00:02:00,2024-01-19 00:23:00,21,Large,Pork Taco,3,24.18,8.25,0.65,False,2024-01-19,0,Friday,False,Average,7.87878787878788
470037,Taco Fiesta,New York,2024-08-06 12:51:00,2024-08-06 14:04:00,73,Large,Veggie Taco,4,0.7,9.5,0.32,False,2024-08-06,12,Tuesday,False,Slow,3.3684210526315788
240440,Urban Tacos,San Diego,2024-11-09 05:12:00,2024-11-09 06:08:00,56,Regular,Fish Taco,0,14.47,3.0,0.97,True,2024-11-09,5,Saturday,True,Slow,32.33333333333333
680096,Urban Tacos,Los Angeles,2024-10-27 02:03:00,2024-10-27 03:17:00,74,Large,Pork Taco,2,20.72,7.0,3.12,True,2024-10-27,2,Sunday,True,Slow,44.57142857142857
740725,El Taco Loco,Chicago,2024-03-16 02:16:00,2024-03-16 03:16:00,60,Large,Veggie Taco,4,23.5,9.5,3.77,True,2024-03-16,2,Saturday,True,Slow,39.68421052631579
308727,La Vida Taco,Austin,2024-11-07 18:23:00,2024-11-07 19:37:00,74,Regular,Beef Taco,0,3.86,3.0,1.0,False,2024-11-07,18,Thursday,False,Slow,33.33333333333333
596756,The Taco Stand,San Jose,2024-04-25 16:27:00,2024-04-25 17:54:00,87,Regular,Veggie Taco,4,8.3,8.0,1.18,False,2024-04-25,16,Thursday,False,Slow,14.75
746447,Urban Tacos,San Antonio,2024-09-18 06:27:00,2024-09-18 07:41:00,74,Large,Pork Taco,2,12.13,7.0,0.05,False,2024-09-18,6,Wednesday,False,Slow,0.7142857142857143
447329,El Taco Loco,Dallas,2025-03-29 08:59:00,2025-03-29 09:48:00,49,Regular,Pork Taco,3,7.01,6.75,3.28,True,2025-03-29,8,Saturday,True,Slow,48.59259259259259
913864,La Vida Taco,San Antonio,2024-06-25 17:42:00,2024-06-25 17:58:00,16,Large,Chicken Taco,4,15.91,9.5,1.86,False,2024-06-25,17,Tuesday,False,Average,19.578947368421055
982027,Taco Time Express,Chicago,2024-07-07 02:52:00,2024-07-07 03:06:00,14,Regular,Chicken Taco,0,11.31,3.0,2.09,True,2024-07-07,2,Sunday,True,Fast,69.66666666666667
533020,Taco Haven,Dallas,2025-01-24 18:35:00,2025-01-24 20:03:00,88,Large,Beef Taco,5,3.88,10.75,0.62,False,2025-01-24,18,Friday,False,Slow,5.767441860465116
440839,Grande Tacos,Austin,2024-10-19 16:31:00,2024-10-19 17:21:00,50,Regular,Fish Taco,4,8.89,8.0,1.77,True,2024-10-19,16,Saturday,True,Slow,22.125
909489,Urban Tacos,San Antonio,2025-01-11 01:46:00,2025-01-11 02:20:00,34,Regular,Veggie Taco,4,7.81,8.0,4.71,True,2025-01-11,1,Saturday,True,Slow,58.875
412071,Urban Tacos,Houston,2025-01-14 19:40:00,2025-01-14 20:30:00,50,Large,Veggie Taco,4,23.38,9.5,2.39,False,2025-01-14,19,Tuesday,False,Slow,25.157894736842106
386741,Urban Tacos,Los Angeles,2025-03-21 10:22:00,2025-03-21 11:41:00,79,Large,Fish Taco,2,23.89,7.0,2.41,False,2025-03-21,10,Friday,False,Slow,34.42857142857143
404561,Taco Fiesta,Phoenix,2024-03-02 09:12:00,2024-03-02 10:06:00,54,Large,Veggie Taco,5,12.24,10.75,1.01,True,2024-03-02,9,Saturday,True,Slow,9.395348837209303
664739,Urban Tacos,Austin,2024-07-29 23:23:00,2024-07-29 23:50:00,27,Regular,Pork Taco,5,14.88,9.25,0.73,False,2024-07-29,23,Monday,False,Average,7.891891891891892
802371,The Taco Stand,Houston,2025-05-10 12:08:00,2025-05-10 12:47:00,39,Regular,Beef Taco,3,8.59,6.75,2.36,True,2025-05-10,12,Saturday,True,Slow,34.96296296296296
814281,Spicy Taco House,New York,2025-03-03 11:18:00,2025-03-03 11:48:00,30,Large,Fish Taco,3,16.44,8.25,2.27,False,2025-03-03,11,Monday,False,Average,27.515151515151516
401198,Casa del Taco,Phoenix,2025-05-16 16:24:00,2025-05-16 16:41:00,17,Regular,Pork Taco,1,13.61,4.25,2.17,False,2025-05-16,16,Friday,False,Average,51.05882352941177
139110,Spicy Taco House,Dallas,2024-05-16 12:56:00,2024-05-16 13:10:00,14,Large,Fish Taco,1,23.45,5.75,2.89,False,2024-05-16,12,Thursday,False,Fast,50.26086956521739
403528,Taco Fiesta,New York,2024-08-19 18:26:00,2024-08-19 19:48:00,82,Regular,Veggie Taco,2,11.63,5.5,1.92,False,2024-08-19,18,Monday,False,Slow,34.90909090909091
649787,Grande Tacos,Chicago,2025-01-26 15:12:00,2025-01-26 16:21:00,69,Large,Chicken Taco,0,8.6,4.5,3.66,True,2025-01-26,15,Sunday,True,Slow,81.33333333333333
779776,Urban Tacos,Chicago,2024-01-11 22:32:00,2024-01-11 23:25:00,53,Large,Pork Taco,5,19.05,10.75,0.53,False,2024-01-11,22,Thursday,False,Slow,4.930232558139535
997734,Taco Time Express,Dallas,2025-02-04 05:31:00,2025-02-04 06:22:00,51,Regular,Fish Taco,5,2.84,9.25,2.95,False,2025-02-04,5,Tuesday,False,Slow,31.891891891891895
600646,Casa del Taco,Houston,2024-01-06 07:19:00,2024-01-06 08:02:00,43,Large,Chicken Taco,3,18.97,8.25,4.77,True,2024-01-06,7,Saturday,True,Slow,57.81818181818181
416613,La Vida Taco,San Antonio,2024-01-09 21:10:00,2024-01-09 21:53:00,43,Large,Chicken Taco,0,16.86,4.5,1.4,False,2024-01-09,21,Tuesday,False,Slow,31.11111111111111
267475,Taco Time Express,Austin,2024-08-29 13:02:00,2024-08-29 13:27:00,25,Large,Veggie Taco,4,5.91,9.5,2.87,False,2024-08-29,13,Thursday,False,Average,30.210526315789476
601410,Spicy Taco House,San Jose,2025-04-15 11:47:00,2025-04-15 12:44:00,57,Large,Pork Taco,3,19.06,8.25,2.41,False,2025-04-15,11,Tuesday,False,Slow,29.21212121212121
965708,Taco Haven,Houston,2025-04-07 18:47:00,2025-04-07 19:07:00,20,Large,Pork Taco,5,9.36,10.75,2.75,False,2025-04-07,18,Monday,False,Average,25.581395348837212
217659,Taco Fiesta,Austin,2025-01-27 14:57:00,2025-01-27 15:32:00,35,Regular,Chicken Taco,2,21.43,5.5,1.33,False,2025-01-27,14,Monday,False,Slow,24.181818181818183
813341,Taco Haven,San Antonio,2025-01-14 16:24:00,2025-01-14 16:45:00,21,Large,Beef Taco,3,3.73,8.25,1.25,False,2025-01-14,16,Tuesday,False,Average,15.151515151515152
691303,Taco Fiesta,Austin,2024-12-25 03:21:00,2024-12-25 04:10:00,49,Regular,Fish Taco,2,20.5,5.5,2.24,False,2024-12-25,3,Wednesday,False,Slow,40.72727272727273
706403,El Taco Loco,New York,2024-11-25 02:17:00,2024-11-25 03:11:00,54,Regular,Pork Taco,0,23.4,3.0,0.21,False,2024-11-25,2,Monday,False,Slow,6.999999999999999
595002,Taco Fiesta,Phoenix,2024-11-13 13:49:00,2024-11-13 14:22:00,33,Regular,Fish Taco,2,24.82,5.5,1.15,False,2024-11-13,13,Wednesday,False,Slow,20.909090909090907
495833,Taco Time Express,Los Angeles,2025-02-22 21:17:00,2025-02-22 21:44:00,27,Large,Beef Taco,1,24.82,5.75,1.97,True,2025-02-22,21,Saturday,True,Average,34.26086956521739
233533,Taco Haven,New York,2024-01-18 15:49:00,2024-01-18 16:37:00,48,Large,Pork Taco,3,13.53,8.25,2.47,False,2024-01-18,15,Thursday,False,Slow,29.939393939393945
359535,Grande Tacos,San Diego,2024-04-30 11:40:00,2024-04-30 12:25:00,45,Regular,Beef Taco,0,20.33,3.0,1.26,False,2024-04-30,11,Tuesday,False,Slow,42.0
903265,Taco Fiesta,Houston,2024-06-09 01:38:00,2024-06-09 01:56:00,18,Regular,Pork Taco,0,11.44,3.0,3.36,True,2024-06-09,1,Sunday,True,Average,111.99999999999999
151040,Taco Haven,New York,2024-11-08 10:46:00,2024-11-08 11:52:00,66,Regular,Pork Taco,1,18.98,4.25,2.33,False,2024-11-08,10,Friday,False,Slow,54.8235294117647
246942,The Taco Stand,Phoenix,2024-06-30 21:05:00,2024-06-30 22:28:00,83,Large,Pork Taco,4,19.43,9.5,4.09,True,2024-06-30,21,Sunday,True,Slow,43.05263157894736
348411,Urban Tacos,Chicago,2025-02-08 20:49:00,2025-02-08 21:27:00,38,Large,Veggie Taco,2,1.99,7.0,4.74,True,2025-02-08,20,Saturday,True,Slow,67.71428571428572
870925,Spicy Taco House,Dallas,2025-03-07 17:48:00,2025-03-07 19:01:00,73,Regular,Veggie Taco,5,16.95,9.25,2.36,False,2025-03-07,17,Friday,False,Slow,25.513513513513512
434217,Taco Time Express,Dallas,2024-04-25 21:37:00,2024-04-25 22:25:00,48,Large,Chicken Taco,4,12.1,9.5,2.55,False,2024-04-25,21,Thursday,False,Slow,26.842105263157894
415344,Spicy Taco House,San Jose,2024-02-14 18:11:00,2024-02-14 19:32:00,81,Large,Fish Taco,4,13.48,9.5,1.17,False,2024-02-14,18,Wednesday,False,Slow,12.315789473684209
367382,Taco Haven,San Diego,2025-05-17 07:28:00,2025-05-17 07:48:00,20,Large,Veggie Taco,0,13.62,4.5,4.15,True,2025-05-17,7,Saturday,True,Average,92.22222222222223
154040,Urban Tacos,Dallas,2025-04-14 21:26:00,2025-04-14 22:53:00,87,Regular,Beef Taco,1,20.21,4.25,1.76,False,2025-04-14,21,Monday,False,Slow,41.411764705882355
804066,The Taco Stand,Houston,2025-01-07 08:33:00,2025-01-07 09:09:00,36,Large,Veggie Taco,0,5.69,4.5,0.57,False,2025-01-07,8,Tuesday,False,Slow,12.666666666666664
877493,El Taco Loco,San Jose,2024-07-07 10:15:00,2024-07-07 11:42:00,87,Regular,Fish Taco,1,14.03,4.25,3.88,True,2024-07-07,10,Sunday,True,Slow,91.29411764705883
499152,Grande Tacos,Austin,2025-05-18 21:02:00,2025-05-18 21:57:00,55,Large,Veggie Taco,2,13.06,7.0,2.49,True,2025-05-18,21,Sunday,True,Slow,35.57142857142858
203398,Grande Tacos,San Diego,2024-06-06 18:34:00,2024-06-06 19:31:00,57,Large,Fish Taco,0,14.28,4.5,0.66,False,2024-06-06,18,Thursday,False,Slow,14.666666666666666
253011,Taco Fiesta,Phoenix,2025-03-05 18:28:00,2025-03-05 19:52:00,84,Large,Veggie Taco,1,5.31,5.75,0.69,False,2025-03-05,18,Wednesday,False,Slow,12.0
697467,Taco Haven,San Jose,2025-03-03 16:43:00,2025-03-03 17:36:00,53,Large,Fish Taco,5,16.22,10.75,1.47,False,2025-03-03,16,Monday,False,Slow,13.674418604651162
276405,Casa del Taco,Chicago,2024-04-18 17:00:00,2024-04-18 18:19:00,79,Large,Chicken Taco,4,24.76,9.5,2.87,False,2024-04-18,17,Thursday,False,Slow,30.210526315789476
649395,Taco Fiesta,Los Angeles,2024-02-07 16:22:00,2024-02-07 16:32:00,10,Large,Chicken Taco,5,6.17,10.75,2.12,False,2024-02-07,16,Wednesday,False,Fast,19.72093023255814
109585,Taco Haven,Austin,2024-12-20 04:38:00,2024-12-20 05:35:00,57,Regular,Pork Taco,5,16.84,9.25,1.85,False,2024-12-20,4,Friday,False,Slow,20.0
606676,Grande Tacos,New York,2024-01-06 03:15:00,2024-01-06 04:33:00,78,Large,Beef Taco,0,13.47,4.5,1.37,True,2024-01-06,3,Saturday,True,Slow,30.444444444444446
400614,Taco Fiesta,Austin,2024-11-30 10:27:00,2024-11-30 10:59:00,32,Regular,Beef Taco,4,4.15,8.0,0.96,True,2024-11-30,10,Saturday,True,Slow,12.0
652029,Urban Tacos,San Diego,2024-07-26 15:17:00,2024-07-26 16:17:00,60,Regular,Veggie Taco,3,11.75,6.75,0.73,False,2024-07-26,15,Friday,False,Slow,10.814814814814815
831105,Taco Haven,Phoenix,2024-03-03 14:48:00,2024-03-03 15:02:00,14,Regular,Fish Taco,3,9.74,6.75,2.38,True,2024-03-03,14,Sunday,True,Fast,35.25925925925926
767678,Taco Fiesta,Chicago,2024-03-05 05:22:00,2024-03-05 06:35:00,73,Large,Veggie Taco,4,24.44,9.5,2.92,False,2024-03-05,5,Tuesday,False,Slow,30.736842105263158
653815,Taco Fiesta,Houston,2024-06-13 05:05:00,2024-06-13 06:27:00,82,Large,Veggie Taco,0,23.14,4.5,2.05,False,2024-06-13,5,Thursday,False,Slow,45.55555555555555
393992,The Taco Stand,San Antonio,2024-01-26 13:20:00,2024-01-26 13:52:00,32,Large,Beef Taco,1,14.88,5.75,2.26,False,2024-01-26,13,Friday,False,Slow,39.30434782608695
847332,Taco Time Express,Los Angeles,2024-08-20 10:55:00,2024-08-20 11:25:00,30,Regular,Pork Taco,3,17.09,6.75,1.62,False,2024-08-20,10,Tuesday,False,Average,24.000000000000004
502491,Spicy Taco House,Los Angeles,2025-01-23 23:27:00,2025-01-24 00:21:00,54,Regular,Beef Taco,3,6.19,6.75,0.23,False,2025-01-23,23,Thursday,False,Slow,3.4074074074074074
734565,La Vida Taco,San Antonio,2024-11-04 03:04:00,2024-11-04 03:55:00,51,Regular,Veggie Taco,3,12.52,6.75,1.07,False,2024-11-04,3,Monday,False,Slow,15.851851851851853
493663,Taco Time Express,Chicago,2025-03-31 01:30:00,2025-03-31 02:28:00,58,Regular,Pork Taco,2,20.05,5.5,2.14,False,2025-03-31,1,Monday,False,Slow,38.90909090909091
186023,Urban Tacos,Chicago,2024-10-22 03:42:00,2024-10-22 04:11:00,29,Large,Veggie Taco,2,3.11,7.0,0.02,False,2024-10-22,3,Tuesday,False,Average,0.2857142857142857
423241,Grande Tacos,San Diego,2024-07-28 12:48:00,2024-07-28 13:11:00,23,Regular,Beef Taco,1,11.06,4.25,2.78,True,2024-07-28,12,Sunday,True,Average,65.41176470588235
637333,Taco Time Express,Los Angeles,2024-01-21 09:33:00,2024-01-21 09:54:00,21,Large,Pork Taco,0,15.12,4.5,3.92,True,2024-01-21,9,Sunday,True,Average,87.1111111111111
503951,Taco Fiesta,Phoenix,2024-11-17 09:58:00,2024-11-17 10:57:00,59,Regular,Pork Taco,1,14.51,4.25,0.85,True,2024-11-17,9,Sunday,True,Slow,20.0
499226,Spicy Taco House,Chicago,2024-07-27 21:00:00,2024-07-27 21:48:00,48,Large,Fish Taco,1,2.05,5.75,2.17,True,2024-07-27,21,Saturday,True,Slow,37.73913043478261
541557,Urban Tacos,San Jose,2024-02-29 17:55:00,2024-02-29 18:51:00,56,Large,Chicken Taco,5,15.81,10.75,1.78,False,2024-02-29,17,Thursday,False,Slow,16.558139534883722
305047,Grande Tacos,Los Angeles,2024-04-15 05:42:00,2024-04-15 06:30:00,48,Regular,Fish Taco,2,21.12,5.5,1.14,False,2024-04-15,5,Monday,False,Slow,20.727272727272723
445549,Grande Tacos,San Diego,2024-11-30 11:16:00,2024-11-30 12:42:00,86,Regular,Veggie Taco,2,15.28,5.5,3.48,True,2024-11-30,11,Saturday,True,Slow,63.272727272727266
602278,Casa del Taco,Chicago,2024-11-05 07:43:00,2024-11-05 08:33:00,50,Large,Fish Taco,4,19.66,9.5,0.98,False,2024-11-05,7,Tuesday,False,Slow,10.31578947368421
393916,Taco Time Express,San Diego,2024-03-29 11:01:00,2024-03-29 12:23:00,82,Regular,Pork Taco,4,4.91,8.0,2.3,False,2024-03-29,11,Friday,False,Slow,28.749999999999996
128223,Grande Tacos,Houston,2024-12-06 13:23:00,2024-12-06 14:10:00,47,Regular,Fish Taco,5,12.73,9.25,1.9,False,2024-12-06,13,Friday,False,Slow,20.54054054054054
